Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
1995,was,Team Totals,1,384,9.6,89t,40,13,,3,1,0,,,,,
1995,was,Opponents Totals,0,549,11.4,44,48,7,,,,,,,,,
1995,col,Team Totals,0,358,11.5,44,31,18,,5,1,1,,,,,
1995,col,Opponents Totals,0,137,5.5,52,25,12,,,,,,,,,
1995,tol,Team Totals,0,374,10.1,38,37,9,,3,0,0,,,,,
1995,tol,Opponents Totals,0,294,7.7,32,38,8,,,0,,,,,,
1995,ltb,Team Totals,0,255,11.1,45,23,17,,3,1,1,,,,,
1995,ltb,Opponents Totals,0,216,9.8,21,22,10,,,0,,,,,,
1995,lmin,Team Totals,0,293,10.1,38,29,16,,5,0,2,,,,,
1995,lmin,Opponents Totals,2,527,13.9,88t,38,17,,,,,,,,,
1995,c-p,Team Totals,1,315,12.1,59t,26,15,,4,2,2,,,,,
1995,c-p,Opponents Totals,0,173,6.7,35,26,13,,,0,,,,,,
1995,chit,Team Totals,0,218,7.0,21,31,10,,1,0,3,,,,,
1995,chit,Opponents Totals,1,297,8.7,89t,34,12,,,,,,,,,
1995,nyj,Team Totals,0,172,7.5,16,23,11,,0,0,1,,,,,
1995,nyj,Opponents Totals,0,242,7.6,25,32,14,,,0,,,,,,
1995,dal,Team Totals,0,515,8.4,26,61,7,,4,0,9,,,,,
1995,dal,Opponents Totals,0,279,7.8,40,36,11,,,,,,,,,
1995,latl,Team Totals,0,189,7.9,28,24,17,,1,0,2,,,,,
1995,latl,Opponents Totals,1,442,15.2,74t,29,6,,,,,,,,,
1995,lbuf,Team Totals,0,179,7.5,39,24,14,,1,0,3,,,,,
1995,lbuf,Opponents Totals,1,257,9.2,62t,28,13,,,,,,,,,
1995,stl,Team Totals,1,414,11.8,74t,35,14,,6,2,1,,,,,
1995,stl,Opponents Totals,1,446,10.9,78t,41,10,,,,,,,,,
1995,det,Team Totals,0,293,10.1,45,29,10,,3,1,0,,,,,
1995,det,Opponents Totals,0,335,8.2,38,41,11,,,0,,,,,,
1995,lac,Team Totals,1,272,10.1,78t,27,17,,4,1,3,,,,,
1995,lac,Opponents Totals,0,292,11.2,74,26,20,,,,,,,,,
1995,ton,Team Totals,1,383,9.8,66t,39,14,,5,1,4,,,,,
1995,ton,Opponents Totals,0,236,8.4,52,28,21,,,,,,,,,
1995,nyb,Team Totals,0,587,10.7,62,55,7,,8,2,4,,,,,
1995,nyb,Opponents Totals,1,393,10.3,66t,38,16,,,,,,,,,
1995,sea,Team Totals,1,500,10.2,62t,49,23,,3,1,0,,,,,
1995,sea,Opponents Totals,0,342,8.8,45,39,23,,,,,,,,,
1995,dec,Team Totals,0,268,9.2,74,29,23,,3,1,2,,,,,
1995,dec,Opponents Totals,0,233,6.5,33,36,22,,,0,,,,,,
1996,lkc,Team Totals,1,588,11.3,60t,52,9,,8,2,3,,,,,
1996,lkc,Opponents Totals,0,334,9.8,36,34,8,,,0,,,,,,
1996,har,Team Totals,0,423,9.8,45,43,15,,4,1,3,,,,,
1996,har,Opponents Totals,1,246,6.2,87t,40,25,,,,,,,,,
1996,llarm,Team Totals,0,447,10.9,82,41,15,,6,1,1,,,,,
1996,llarm,Opponents Totals,0,413,10.9,71,38,15,,,,,,,,,
1996,min,Team Totals,0,251,9.7,19,26,25,,0,0,4,,,,,
1996,min,Opponents Totals,0,368,7.7,26,48,7,,,0,,,,,,
1996,larm,Team Totals,0,139,5.0,15,28,16,,0,0,4,,,,,
1996,larm,Opponents Totals,0,429,10.7,31,40,14,,,0,,,,,,
1996,bal,Team Totals,0,251,6.3,33,40,12,,2,0,3,,,,,
1996,bal,Opponents Totals,0,284,8.9,46,32,15,,,,,,,,,
1996,lten,Team Totals,0,351,10.3,60,34,13,,5,2,3,,,,,
1996,lten,Opponents Totals,0,400,9.1,40,44,7,,,,,,,,,
1996,dul,Team Totals,0,217,6.6,62,33,8,,2,1,4,,,,,
1996,dul,Opponents Totals,0,502,13.2,64,38,6,,,,,,,,,
1996,atl,Team Totals,0,279,9.6,40,29,18,,4,1,3,,,,,
1996,atl,Opponents Totals,0,251,8.1,46,31,14,,,,,,,,,
1996,ham,Team Totals,0,357,9.4,46,38,14,,4,1,2,,,,,
1996,ham,Opponents Totals,0,273,10.1,47,27,14,,,,,,,,,
1996,jac,Team Totals,0,583,11.9,40,49,19,,9,1,6,,,,,
1996,jac,Opponents Totals,1,261,11.3,88t,23,22,,,,,,,,,
1996,lind,Team Totals,0,282,8.5,24,33,16,,2,0,2,,,,,
1996,lind,Opponents Totals,1,492,11.7,81t,42,23,,,,,,,,,
1996,was,Team Totals,1,559,14.7,81t,38,14,,8,2,3,,,,,
1996,was,Opponents Totals,1,612,12.0,82,51,15,,,,,,,,,
1996,col,Team Totals,0,403,9.6,50,42,24,,4,1,6,,,,,
1996,col,Opponents Totals,0,272,7.2,35,38,21,,,0,,,,,,
1996,tol,Team Totals,1,352,10.4,88t,34,15,,2,1,0,,,,,
1996,tol,Opponents Totals,0,640,12.3,50,52,17,,,,,,,,,
1996,ltb,Team Totals,0,394,9.0,22,44,11,,3,0,0,,,,,
1996,ltb,Opponents Totals,0,249,7.8,52,32,23,,,,,,,,,
1996,lmin,Team Totals,0,330,8.3,56,40,17,,3,1,2,,,,,
1996,lmin,Opponents Totals,1,330,9.2,65t,36,12,,,,,,,,,
1996,c-p,Team Totals,0,258,11.2,71,23,16,,4,1,0,,,,,
1996,c-p,Opponents Totals,0,235,6.7,28,35,5,,,0,,,,,,
1996,chit,Team Totals,0,343,8.8,35,39,9,,4,0,5,,,,,
1996,chit,Opponents Totals,1,403,10.9,66t,37,19,,,,,,,,,
1996,nyj,Team Totals,2,478,11.4,87t,42,23,,6,2,1,,,,,
1996,nyj,Opponents Totals,2,432,9.6,69t,45,22,,,,,,,,,
1996,dal,Team Totals,3,875,15.1,92t,58,17,,13,4,1,,,,,
1996,dal,Opponents Totals,0,237,8.2,26,29,15,,,0,,,,,,
1996,latl,Team Totals,1,300,9.4,69t,32,31,,1,1,3,,,,,
1996,latl,Opponents Totals,0,577,15.6,72,37,28,,,,,,,,,
1996,lbuf,Team Totals,0,282,9.1,34,31,19,,1,0,0,,,,,
1996,lbuf,Opponents Totals,2,527,12.5,88t,42,12,,,,,,,,,
1996,stl,Team Totals,1,481,11.7,88t,41,9,,5,2,2,,,,,
1996,stl,Opponents Totals,0,248,6.5,22,38,22,,,0,,,,,,
1996,det,Team Totals,0,284,8.4,33,34,19,,4,0,0,,,,,
1996,det,Opponents Totals,1,519,12.4,92t,42,12,,,,,,,,,
1996,lac,Team Totals,1,624,11.3,84t,55,17,,6,1,3,,,,,
1996,lac,Opponents Totals,0,173,5.4,25,32,25,,,0,,,,,,
1996,ton,Team Totals,0,352,9.0,52,39,21,,3,1,3,,,,,
1996,ton,Opponents Totals,0,235,6.5,22,36,11,,,0,,,,,,
1996,nyb,Team Totals,2,439,12.5,78t,35,16,,7,4,4,,,,,
1996,nyb,Opponents Totals,0,495,12.1,62,41,13,,,,,,,,,
1996,sea,Team Totals,0,315,10.2,39,31,10,,6,0,3,,,,,
1996,sea,Opponents Totals,1,413,12.9,78t,32,25,,,,,,,,,
1996,dec,Team Totals,0,159,5.1,16,31,20,,0,0,2,,,,,
1996,dec,Opponents Totals,1,546,12.7,84t,43,21,,,,,,,,,
1997,lkc,Team Totals,0,467,10.4,47,45,8,,5,1,2,,,,,
1997,lkc,Opponents Totals,0,437,11.5,26,38,11,,,0,,,,,,
1997,har,Team Totals,0,335,10.5,38,32,16,,6,0,0,,,,,
1997,har,Opponents Totals,0,323,7.5,25,43,3,,,0,,,,,,
1997,llarm,Team Totals,1,674,11.4,66t,59,8,,7,3,4,,,,,
1997,llarm,Opponents Totals,0,459,9.8,47,47,13,,,,,,,,,
1997,min,Team Totals,0,346,8.9,47,39,19,,3,1,7,,,,,
1997,min,Opponents Totals,0,366,8.3,29,44,24,,,0,,,,,,
1997,larm,Team Totals,0,248,8.0,20,31,10,,2,0,1,,,,,
1997,larm,Opponents Totals,0,491,11.4,63,43,8,,,,,,,,,
1997,bal,Team Totals,0,222,6.9,30,32,10,,2,0,1,,,,,
1997,bal,Opponents Totals,0,271,11.8,38,23,6,,,0,,,,,,
1997,lten,Team Totals,0,412,11.4,52,36,16,,5,2,1,,,,,
1997,lten,Opponents Totals,0,241,8.3,25,29,7,,,0,,,,,,
1997,dul,Team Totals,0,244,7.6,30,32,13,,3,0,4,,,,,
1997,dul,Opponents Totals,0,430,11.9,52,36,23,,,,,,,,,
1997,atl,Team Totals,0,201,7.7,18,26,19,,0,0,3,,,,,
1997,atl,Opponents Totals,2,407,11.6,85t,35,10,,,,,,,,,
1997,ham,Team Totals,2,564,13.4,89t,42,14,,6,3,4,,,,,
1997,ham,Opponents Totals,0,460,8.7,60,53,11,,,,,,,,,
1997,jac,Team Totals,1,383,10.9,82t,35,14,,4,2,4,,,,,
1997,jac,Opponents Totals,0,255,6.5,25,39,16,,,0,,,,,,
1997,lind,Team Totals,3,555,13.5,94t,41,22,,6,2,3,,,,,
1997,lind,Opponents Totals,1,235,9.0,83t,26,17,,,,,,,,,
1997,was,Team Totals,0,248,6.7,28,37,18,,2,0,4,,,,,
1997,was,Opponents Totals,2,463,12.2,89t,38,14,,,,,,,,,
1997,col,Team Totals,0,210,7.8,31,27,20,,4,0,1,,,,,
1997,col,Opponents Totals,0,431,8.3,32,52,26,,,0,,,,,,
1997,tol,Team Totals,3,489,10.4,85t,47,8,,4,3,2,,,,,
1997,tol,Opponents Totals,0,416,10.7,35,39,20,,,0,,,,,,
1997,ltb,Team Totals,1,455,9.7,53t,47,19,,4,2,0,,,,,
1997,ltb,Opponents Totals,0,378,9.5,45,40,27,,,,,,,,,
1997,lmin,Team Totals,1,442,11.6,63t,38,23,,6,2,1,,,,,
1997,lmin,Opponents Totals,0,237,7.2,37,33,18,,,0,,,,,,
1997,c-p,Team Totals,0,234,7.5,42,31,21,,3,1,6,,,,,
1997,c-p,Opponents Totals,1,515,10.7,73t,48,9,,,,,,,,,
1997,chit,Team Totals,1,512,10.9,83t,47,14,,5,2,3,,,,,
1997,chit,Opponents Totals,0,365,9.1,37,40,19,,,0,,,,,,
1997,nyj,Team Totals,0,461,11.2,50,41,16,,5,1,3,,,,,
1997,nyj,Opponents Totals,1,441,11.0,63t,40,27,,,,,,,,,
1997,dal,Team Totals,0,515,9.2,46,56,17,,9,1,5,,,,,
1997,dal,Opponents Totals,0,255,8.0,38,32,15,,,0,,,,,,
1997,latl,Team Totals,1,645,12.6,63,51,12,,13,2,4,,,,,
1997,latl,Opponents Totals,0,388,9.2,57,42,16,,,,,,,,,
1997,lbuf,Team Totals,0,433,9.0,40,48,26,,3,1,2,,,,,
1997,lbuf,Opponents Totals,1,434,8.5,53t,51,19,,,,,,,,,
1997,stl,Team Totals,0,444,13.1,57,34,19,,7,1,0,,,,,
1997,stl,Opponents Totals,1,566,11.6,66t,49,10,,,,,,,,,
1997,det,Team Totals,0,321,7.0,19,46,8,,0,0,3,,,,,
1997,det,Opponents Totals,2,727,14.0,83t,52,16,,,,,,,,,
1997,lac,Team Totals,1,482,11.8,73t,41,16,,8,1,4,,,,,
1997,lac,Opponents Totals,0,307,7.5,37,41,9,,,0,,,,,,
1997,ton,Team Totals,0,310,7.6,40,41,23,,2,1,5,,,,,
1997,ton,Opponents Totals,2,428,11.3,82t,38,25,,,,,,,,,
1997,nyb,Team Totals,0,483,9.3,38,52,14,,4,0,5,,,,,
1997,nyb,Opponents Totals,0,55,2.6,24,21,45,,,0,,,,,,
1997,sea,Team Totals,0,496,10.3,32,48,26,,6,0,2,,,,,
1997,sea,Opponents Totals,1,706,14.1,82t,50,14,,,,,,,,,
1997,dec,Team Totals,0,274,6.9,43,40,23,,5,1,1,,,,,
1997,dec,Opponents Totals,1,618,10.3,94t,60,14,,,,,,,,,
1998,lkc,Team Totals,0,315,7.3,23,43,15,,2,0,3,,,,,
1998,lkc,Opponents Totals,1,309,10.3,69t,30,13,,,,,,,,,
1998,har,Team Totals,0,542,11.8,39,46,15,,7,0,3,,,,,
1998,har,Opponents Totals,0,339,7.7,40,44,17,,,,,,,,,
1998,llarm,Team Totals,0,369,10.0,73,37,11,,3,1,2,,,,,
1998,llarm,Opponents Totals,1,374,11.7,75t,32,17,,,,,,,,,
1998,min,Team Totals,0,395,12.0,39,33,17,,6,0,1,,,,,
1998,min,Opponents Totals,0,493,11.5,76,43,8,,,,,,,,,
1998,larm,Team Totals,0,340,10.3,53,33,11,,3,1,2,,,,,
1998,larm,Opponents Totals,0,451,10.7,40,42,16,,,,,,,,,
1998,bal,Team Totals,1,581,12.9,85t,45,14,,8,2,1,,,,,
1998,bal,Opponents Totals,0,332,8.3,25,40,11,,,0,,,,,,
1998,lten,Team Totals,0,280,7.4,25,38,17,,4,0,3,,,,,
1998,lten,Opponents Totals,0,332,9.8,43,34,16,,,,,,,,,
1998,dul,Team Totals,0,269,8.2,47,33,16,,2,1,2,,,,,
1998,dul,Opponents Totals,0,310,10.3,46,30,18,,,,,,,,,
1998,atl,Team Totals,2,541,12.6,87t,43,12,,4,3,1,,,,,
1998,atl,Opponents Totals,1,284,7.1,71t,40,24,,,,,,,,,
1998,ham,Team Totals,1,234,8.1,65t,29,22,,1,1,3,,,,,
1998,ham,Opponents Totals,1,503,14.0,87t,36,15,,,,,,,,,
1998,jac,Team Totals,0,401,10.6,44,38,8,,5,1,2,,,,,
1998,jac,Opponents Totals,0,381,8.9,39,43,2,,,0,,,,,,
1998,lind,Team Totals,2,564,11.3,75t,50,14,,9,3,6,,,,,
1998,lind,Opponents Totals,1,787,14.8,73,53,12,,,,,,,,,
1998,was,Team Totals,2,428,10.4,74t,41,10,,6,3,2,,,,,
1998,was,Opponents Totals,1,369,11.2,63t,33,15,,,,,,,,,
1998,col,Team Totals,0,316,8.3,37,38,12,,3,0,2,,,,,
1998,col,Opponents Totals,1,513,12.5,85t,41,11,,,,,,,,,
1998,tol,Team Totals,0,542,12.0,56,45,14,,6,3,1,,,,,
1998,tol,Opponents Totals,1,515,10.5,74t,49,18,,,,,,,,,
1998,ltb,Team Totals,2,493,12.6,69t,39,13,,7,4,3,,,,,
1998,ltb,Opponents Totals,0,210,6.2,18,34,13,,0,0,,,,,,
1998,lmin,Team Totals,0,295,6.9,24,43,7,,3,0,4,,,,,
1998,lmin,Opponents Totals,0,313,8.2,43,38,21,,,,,,,,,
1998,c-p,Team Totals,0,252,7.2,39,35,22,,1,0,0,,,,,
1998,c-p,Opponents Totals,1,587,11.1,59t,53,11,,,,,,,,,
1998,chit,Team Totals,0,506,11.5,47,44,18,,5,1,2,,,,,
1998,chit,Opponents Totals,0,261,8.2,40,32,16,,,,,,,,,
1998,nyj,Team Totals,0,285,8.4,40,34,19,,3,1,4,,,,,
1998,nyj,Opponents Totals,1,511,8.4,69t,61,9,,,,,,,,,
1998,dal,Team Totals,0,289,10.0,53,29,20,,4,2,2,,,,,
1998,dal,Opponents Totals,1,325,12.0,71t,27,12,,,,,,,,,
1998,latl,Team Totals,1,412,8.6,71t,48,21,,4,1,6,,,,,
1998,latl,Opponents Totals,1,237,8.8,95t,27,14,,,,,,,,,
1998,lbuf,Team Totals,2,559,13.6,95t,41,15,,8,3,4,,,,,
1998,lbuf,Opponents Totals,1,302,7.9,93t,38,23,,,,,,,,,
1998,stl,Team Totals,0,212,5.9,23,36,19,,2,0,4,,,,,
1998,stl,Opponents Totals,1,471,10.0,65t,47,20,,,,,,,,,
1998,det,Team Totals,1,291,11.6,93t,25,15,,2,1,0,,,,,
1998,det,Opponents Totals,1,349,9.2,53,38,19,,,,,,,,,
1998,lac,Team Totals,0,304,7.6,23,40,24,,1,0,2,,,,,
1998,lac,Opponents Totals,0,112,5.6,37,20,29,,,0,,,,,,
1998,ton,Team Totals,1,406,8.6,72t,47,10,,5,1,3,,,,,
1998,ton,Opponents Totals,0,341,8.7,53,39,15,,,,,,,,,
1998,nyb,Team Totals,0,408,12.8,76,32,24,,6,2,0,,,,,
1998,nyb,Opponents Totals,0,649,12.2,55,53,5,,,,,,,,,
1998,sea,Team Totals,0,464,10.5,35,44,11,,4,0,1,,,,,
1998,sea,Opponents Totals,0,94,4.9,24,19,36,,,0,,,,,,
1998,dec,Team Totals,1,415,10.1,71t,41,25,,7,1,4,,,,,
1998,dec,Opponents Totals,1,652,11.2,72t,58,15,,,,,,,,,
1999,lkc,Team Totals,1,388,9.5,39t,41,18,,3,0,2,,,,,
1999,lkc,Opponents Totals,0,469,16.2,76,29,7,,,,,,,,,
1999,har,Team Totals,0,347,10.2,27,34,17,,3,0,0,,,,,
1999,har,Opponents Totals,0,226,9.8,26,23,25,,,0,,,,,,
1999,llarm,Team Totals,0,432,9.8,45,44,13,,7,1,1,,,,,
1999,llarm,Opponents Totals,0,424,10.1,43,42,17,,,,,,,,,
1999,min,Team Totals,0,319,7.4,23,43,14,,2,0,2,,,,,
1999,min,Opponents Totals,0,427,9.1,35,47,6,,,0,,,,,,
1999,larm,Team Totals,0,495,10.3,52,48,17,,6,1,1,,,,,
1999,larm,Opponents Totals,0,345,9.6,45,36,20,,,,,,,,,
1999,bal,Team Totals,1,462,10.3,74t,45,21,,6,1,1,,,,,
1999,bal,Opponents Totals,0,259,7.0,36,37,12,,,0,,,,,,
1999,lten,Team Totals,1,358,9.0,65t,40,17,,3,1,0,,,,,
1999,lten,Opponents Totals,0,335,7.4,32,45,22,,,0,,,,,,
1999,dul,Team Totals,0,452,7.7,33,59,20,,5,0,2,,,,,
1999,dul,Opponents Totals,1,468,10.9,86t,43,28,,,,,,,,,
1999,atl,Team Totals,0,377,9.0,48,42,14,,3,1,3,,,,,
1999,atl,Opponents Totals,1,392,10.1,94t,39,13,,,,,,,,,
1999,ham,Team Totals,2,410,11.7,86t,35,10,,4,2,3,,,,,
1999,ham,Opponents Totals,1,498,11.1,84t,45,13,,,,,,,,,
1999,jac,Team Totals,0,162,6.5,15,25,13,,0,0,3,,,,,
1999,jac,Opponents Totals,2,762,11.2,81t,68,15,,,,,,,,,
1999,lind,Team Totals,1,419,14.0,94t,30,24,,5,2,3,,,,,
1999,lind,Opponents Totals,1,370,10.3,81t,36,18,,,,,,,,,
1999,was,Team Totals,2,706,12.2,84t,58,19,,8,2,4,,,,,
1999,was,Opponents Totals,1,406,8.8,64t,46,19,,,,,,,,,
1999,col,Team Totals,0,290,8.5,33,34,25,,2,0,3,,,,,
1999,col,Opponents Totals,0,343,8.4,28,41,21,,,0,,,,,,
1999,tol,Team Totals,0,397,9.5,78,42,14,,5,1,3,,,,,
1999,tol,Opponents Totals,1,479,12.6,84t,38,15,,,,,,,,,
1999,ltb,Team Totals,1,409,7.6,81t,54,10,,5,1,5,,,,,
1999,ltb,Opponents Totals,1,600,14.0,80t,43,13,,,,,,,,,
1999,lmin,Team Totals,0,332,8.1,33,41,14,,2,0,1,,,,,
1999,lmin,Opponents Totals,2,279,10.3,70t,27,11,,,,,,,,,
1999,c-p,Team Totals,1,440,10.7,76,41,9,,4,3,0,,,,,
1999,c-p,Opponents Totals,1,459,10.7,85t,43,14,,,,,,,,,
1999,chit,Team Totals,1,520,11.6,85t,45,13,,6,1,1,,,,,
1999,chit,Opponents Totals,1,405,10.7,39t,38,16,,,0,,,,,,
1999,nyj,Team Totals,0,489,10.4,43,47,13,,5,1,4,,,,,
1999,nyj,Opponents Totals,0,340,6.4,36,53,16,,,0,,,,,,
1999,dal,Team Totals,0,250,8.6,39,29,18,,3,0,4,,,,,
1999,dal,Opponents Totals,0,490,8.3,32,59,16,,,0,,,,,,
1999,latl,Team Totals,0,357,8.3,31,43,26,,3,0,3,,,,,
1999,latl,Opponents Totals,0,360,7.3,31,49,13,,,0,,,,,,
1999,lbuf,Team Totals,1,269,8.4,64t,32,13,,2,1,1,,,,,
1999,lbuf,Opponents Totals,0,246,8.8,25,28,8,,,0,,,,,,
1999,stl,Team Totals,1,386,10.2,68t,38,16,,3,1,1,,,,,
1999,stl,Opponents Totals,0,402,9.6,24,42,21,,,0,,,,,,
1999,det,Team Totals,0,212,7.3,45,29,13,,1,0,2,,,,,
1999,det,Opponents Totals,0,333,8.5,41,39,24,,,,,,,,,
1999,lac,Team Totals,0,346,11.5,54,30,19,,4,1,1,,,,,
1999,lac,Opponents Totals,0,266,7.4,35,36,15,,,0,,,,,,
1999,ton,Team Totals,1,498,9.6,84t,52,25,,7,1,5,,,,,
1999,ton,Opponents Totals,0,155,6.7,20,23,7,,,0,,,,,,
1999,nyb,Team Totals,0,241,6.9,30,35,18,,2,0,2,,,,,
1999,nyb,Opponents Totals,0,158,4.9,27,32,21,,,0,,,,,,
1999,sea,Team Totals,2,372,11.6,70t,32,17,,5,2,1,,,,,
1999,sea,Opponents Totals,0,119,4.6,30,26,34,,,0,,,,,,
1999,dec,Team Totals,0,104,4.0,32,26,13,,1,0,2,,,,,
1999,dec,Opponents Totals,2,399,12.1,70t,33,11,,,,,,,,,
1999,lne,Team Totals,0,258,7.4,18,35,23,,0,0,5,,,,,
1999,lne,Opponents Totals,1,283,6.6,74t,43,25,,,,,,,,,
2000,lkc,Team Totals,1,518,13.3,81t,39,19,,6,2,1,,,,,
2000,lkc,Opponents Totals,0,258,7.2,37,36,21,,,0,,,,,,
2000,har,Team Totals,0,352,9.3,40,38,14,,3,1,3,,,,,
2000,har,Opponents Totals,0,357,12.8,80,28,21,,,,,,,,,
2000,llarm,Team Totals,0,276,7.3,19,38,19,,0,0,2,,,,,
2000,llarm,Opponents Totals,2,660,15.7,89t,42,9,,,,,,,,,
2000,min,Team Totals,0,190,5.0,20,38,23,,1,0,4,,,,,
2000,min,Opponents Totals,1,544,10.7,73t,51,21,,,,,,,,,
2000,larm,Team Totals,1,562,12.5,66t,45,22,,9,1,1,,,,,
2000,larm,Opponents Totals,0,384,8.9,56,43,21,,,,,,,,,
2000,bal,Team Totals,1,671,12.7,69t,54,18,,5,2,0,,,,,
2000,bal,Opponents Totals,0,160,5.7,20,28,21,,,0,,,,,,
2000,lten,Team Totals,2,713,15.8,89t,45,10,,10,4,1,,,,,
2000,lten,Opponents Totals,0,382,9.3,31,41,23,,,0,,,,,,
2000,dul,Team Totals,1,499,11.9,54,42,20,,7,2,2,,,,,
2000,dul,Opponents Totals,0,371,8.4,27,44,14,,,0,,,,,,
2000,atl,Team Totals,0,333,7.2,22,46,19,,2,0,3,,,,,
2000,atl,Opponents Totals,1,478,12.6,82t,38,7,,,,,,,,,
2000,ham,Team Totals,1,357,8.5,82t,42,15,,3,1,5,,,,,
2000,ham,Opponents Totals,0,387,9.7,39,40,17,,,0,,,,,,
2000,jac,Team Totals,0,294,10.1,30,29,14,,2,0,2,,,,,
2000,jac,Opponents Totals,0,793,11.5,54,69,10,,,,,,,,,
2000,lind,Team Totals,0,357,9.6,36,37,13,,5,0,2,,,,,
2000,lind,Opponents Totals,0,279,9.3,19,30,12,,0,0,,,,,,
2000,was,Team Totals,0,364,10.1,64,36,12,,4,1,4,,,,,
2000,was,Opponents Totals,1,270,11.7,86t,23,9,,,,,,,,,
2000,col,Team Totals,0,295,8.0,26,37,12,,2,0,2,,,,,
2000,col,Opponents Totals,0,559,13.0,41,43,18,,,,,,,,,
2000,tol,Team Totals,0,384,12.8,43,30,14,,5,3,4,,,,,
2000,tol,Opponents Totals,0,151,4.7,22,32,18,,,0,,,,,,
2000,ltb,Team Totals,0,272,6.2,35,44,17,,1,0,6,,,,,
2000,ltb,Opponents Totals,1,722,14.2,64t,51,10,,,,,,,,,
2000,lmin,Team Totals,0,332,8.3,31,40,20,,3,0,4,,,,,
2000,lmin,Opponents Totals,0,353,12.6,50,28,17,,,,,,,,,
2000,c-p,Team Totals,1,335,10.2,72t,33,33,,3,1,2,,,,,
2000,c-p,Opponents Totals,1,375,8.0,70t,47,18,,,,,,,,,
2000,chit,Team Totals,0,356,9.9,57,36,13,,4,2,4,,,,,
2000,chit,Opponents Totals,2,342,10.4,69t,33,25,,,,,,,,,
2000,nyj,Team Totals,2,364,10.4,64t,35,14,,4,2,4,,,,,
2000,nyj,Opponents Totals,0,282,9.7,54,29,18,,,,,,,,,
2000,dal,Team Totals,0,223,7.0,25,32,11,,2,0,4,,,,,
2000,dal,Opponents Totals,2,347,9.4,64t,37,18,,,,,,,,,
2000,latl,Team Totals,0,261,10.0,63,26,28,,3,1,2,,,,,
2000,latl,Opponents Totals,0,310,9.7,35,32,10,,,0,,,,,,
2000,lbuf,Team Totals,1,337,8.6,73t,39,19,,2,2,3,,,,,
2000,lbuf,Opponents Totals,1,408,10.0,66t,41,24,,,,,,,,,
2000,stl,Team Totals,0,300,8.6,43,35,26,,3,1,5,,,,,
2000,stl,Opponents Totals,1,205,7.6,81t,27,27,,,,,,,,,
2000,det,Team Totals,1,472,14.3,95t,33,24,,5,3,1,,,,,
2000,det,Opponents Totals,0,498,9.4,63,53,14,,,,,,,,,
2000,lac,Team Totals,0,314,8.7,25,36,27,,1,0,3,,,,,
2000,lac,Opponents Totals,0,251,7.0,25,36,33,,,0,,,,,,
2000,ton,Team Totals,0,339,8.5,51,40,17,,2,1,1,,,,,
2000,ton,Opponents Totals,2,494,13.4,95t,37,17,,,,,,,,,
2000,nyb,Team Totals,1,521,15.3,86t,34,18,,10,2,5,,,,,
2000,nyb,Opponents Totals,0,132,7.8,19,17,10,,0,0,,,,,,
2000,sea,Team Totals,1,238,11.3,64t,21,12,,4,1,3,,,,,
2000,sea,Opponents Totals,0,187,7.5,36,25,22,,,0,,,,,,
2000,dec,Team Totals,0,220,8.5,25,26,13,,3,0,1,,,,,
2000,dec,Opponents Totals,0,332,10.4,47,32,20,,,,,,,,,
2000,lne,Team Totals,1,348,9.4,70t,37,20,,3,2,2,,,,,
2000,lne,Opponents Totals,0,126,4.3,28,29,31,,,0,,,,,,
2001,lkc,Team Totals,2,440,13.3,85t,33,15,,6,3,2,,,,,
2001,lkc,Opponents Totals,0,124,4.8,26,26,17,,,0,,,,,,
2001,har,Team Totals,0,471,11.0,48,43,13,,3,1,3,,,,,
2001,har,Opponents Totals,0,136,4.5,23,30,14,,,0,,,,,,
2001,llarm,Team Totals,0,323,9.5,35,34,14,,6,0,2,,,,,
2001,llarm,Opponents Totals,1,446,13.1,78t,34,11,,,,,,,,,
2001,min,Team Totals,1,290,10.0,78t,29,12,,4,1,2,,,,,
2001,min,Opponents Totals,1,486,13.9,67,35,13,,,,,,,,,
2001,larm,Team Totals,1,225,9.4,66t,24,9,,4,1,1,,,,,
2001,larm,Opponents Totals,0,418,10.5,48,40,9,,,,,,,,,
2001,bal,Team Totals,0,420,8.4,39,50,15,,7,0,5,,,,,
2001,bal,Opponents Totals,0,334,11.9,62,28,14,,,,,,,,,
2001,lten,Team Totals,0,563,11.7,62,48,10,,7,1,1,,,,,
2001,lten,Opponents Totals,0,183,5.5,30,33,22,,,0,,,,,,
2001,dul,Team Totals,0,247,8.0,43,31,16,,3,1,2,,,,,
2001,dul,Opponents Totals,1,647,12.4,86,52,12,,,,,,,,,
2001,atl,Team Totals,0,282,7.8,36,36,23,,2,0,1,,,,,
2001,atl,Opponents Totals,0,264,7.3,31,36,20,,,0,,,,,,
2001,ham,Team Totals,0,333,8.8,24,38,22,,5,0,3,,,,,
2001,ham,Opponents Totals,0,295,7.8,43,38,15,,,,,,,,,
2001,jac,Team Totals,0,290,9.4,86,31,16,,2,1,3,,,,,
2001,jac,Opponents Totals,0,374,8.0,24,47,17,,,0,,,,,,
2001,lind,Team Totals,1,339,11.7,88t,29,32,,2,1,4,,,,,
2001,lind,Opponents Totals,0,502,14.8,55,34,5,,,,,,,,,
2001,was,Team Totals,0,352,10.7,34,33,14,,5,0,2,,,,,
