Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
1988,stl,Team Totals,1,208,5.9,63t,35,18,,,,,,,,,
1988,stl,Opponents Totals,0,314,8.1,46,39,14,,,,,,,,,
1988,det,Team Totals,2,612,11.3,95t,54,15,,,,,,,,,
1988,det,Opponents Totals,0,426,9.1,41,47,10,,,,,,,,,
1988,lac,Team Totals,0,322,6.6,46,49,11,,,,,,,,,
1988,lac,Opponents Totals,0,347,8.1,30,43,21,,,,,,,,,
1988,ton,Team Totals,1,413,11.8,66t,35,12,,,,,,,,,
1988,ton,Opponents Totals,0,248,6.4,17,39,16,,,,,,,,,
1988,nyb,Team Totals,0,343,8.2,68,42,9,,,,,,,,,
1988,nyb,Opponents Totals,0,297,5.8,31,51,23,,,,,,,,,
1989,lkc,Team Totals,0,301,9.1,26,33,12,,,,,,,,,
1989,lkc,Opponents Totals,0,227,9.1,25,25,15,,,,,,,,,
1989,har,Team Totals,1,322,12.4,49t,26,10,,,,,,,,,
1989,har,Opponents Totals,1,558,10.9,70t,51,7,,,,,,,,,
1989,llarm,Team Totals,1,338,10.2,70t,33,11,,,,,,,,,
1989,llarm,Opponents Totals,0,256,9.8,18,26,13,,,,,,,,,
1989,min,Team Totals,0,379,8.4,28,45,6,,,,,,,,,
1989,min,Opponents Totals,0,346,9.1,17,38,6,,,,,,,,,
1989,larm,Team Totals,0,299,9.1,30,33,12,,,,,,,,,
1989,larm,Opponents Totals,1,257,7.6,49t,34,22,,,,,,,,,
1989,bal,Team Totals,0,496,10.1,49,49,15,,,,,,,,,
1989,bal,Opponents Totals,0,418,8.5,27,49,13,,,,,,,,,
1989,lten,Team Totals,0,122,6.4,19,19,21,,,,,,,,,
1989,lten,Opponents Totals,0,191,8.0,28,24,7,,,,,,,,,
1989,dul,Team Totals,0,278,7.0,20,40,2,,,,,,,,,
1989,dul,Opponents Totals,0,361,8.0,42,45,19,,,,,,,,,
1989,atl,Team Totals,0,209,5.8,17,36,12,,,,,,,,,
1989,atl,Opponents Totals,0,323,9.8,45,33,5,,,,,,,,,
1989,ham,Team Totals,0,344,7.6,38,45,9,,,,,,,,,
1989,ham,Opponents Totals,0,370,13.2,52,28,18,,,,,,,,,
1989,jac,Team Totals,0,331,7.5,21,44,7,,,,,,,,,
1989,jac,Opponents Totals,0,325,8.1,20,40,10,,,,,,,,,
1989,lind,Team Totals,0,378,9.5,29,40,9,,,,,,,,,
1989,lind,Opponents Totals,1,301,7.3,76t,41,9,,,,,,,,,
1989,was,Team Totals,0,251,8.4,21,30,17,,,,,,,,,
1989,was,Opponents Totals,0,334,8.1,49,41,12,,,,,,,,,
1989,col,Team Totals,0,272,7.2,52,38,20,,,,,,,,,
1989,col,Opponents Totals,0,451,10.5,38,43,10,,,,,,,,,
1989,tol,Team Totals,1,582,12.7,76t,46,14,,,,,,,,,
1989,tol,Opponents Totals,0,236,8.1,23,29,15,,,,,,,,,
1989,ltb,Team Totals,0,331,8.9,28,37,12,,,,,,,,,
1989,ltb,Opponents Totals,0,215,5.8,16,37,21,,,,,,,,,
1989,lmin,Team Totals,0,226,8.7,38,26,20,,,,,,,,,
1989,lmin,Opponents Totals,0,383,11.3,53,34,5,,,,,,,,,
1989,c-p,Team Totals,0,469,11.7,53,40,13,,,,,,,,,
1989,c-p,Opponents Totals,0,371,8.1,20,46,18,,,,,,,,,
1989,chit,Team Totals,0,197,6.4,17,31,11,,,,,,,,,
1989,chit,Opponents Totals,1,334,8.8,56t,38,1,,,,,,,,,
1989,nyj,Team Totals,0,448,10.0,65,45,27,,,,,,,,,
1989,nyj,Opponents Totals,0,300,9.4,26,32,7,,,,,,,,,
1989,dal,Team Totals,0,289,8.3,17,35,9,,,,,,,,,
1989,dal,Opponents Totals,0,416,13.9,74,30,11,,,,,,,,,
1989,latl,Team Totals,0,572,12.2,74,47,8,,,,,,,,,
1989,latl,Opponents Totals,0,373,8.1,30,46,12,,,,,,,,,
1989,lbuf,Team Totals,0,220,6.9,24,32,8,,,,,,,,,
1989,lbuf,Opponents Totals,0,262,8.7,34,30,5,,,,,,,,,
1989,stl,Team Totals,0,296,9.3,55,32,4,,,,,,,,,
1989,stl,Opponents Totals,0,492,9.1,65,54,12,,,,,,,,,
1989,det,Team Totals,0,429,11.0,37,39,20,,,,,,,,,
1989,det,Opponents Totals,0,361,10.3,22,35,4,,,,,,,,,
1989,lac,Team Totals,0,332,9.5,25,35,24,,,,,,,,,
1989,lac,Opponents Totals,1,315,9.3,68t,34,20,,,,,,,,,
1989,ton,Team Totals,1,428,8.1,57,53,9,,,,,,,,,
1989,ton,Opponents Totals,0,244,7.0,28,35,16,,,,,,,,,
1989,nyb,Team Totals,1,341,10.7,68t,32,7,,,,,,,,,
1989,nyb,Opponents Totals,0,460,10.7,39,43,20,,,,,,,,,
1990,lkc,Team Totals,0,177,7.1,25,25,9,,,,,,,,,
1990,lkc,Opponents Totals,0,251,8.1,21,31,12,,,,,,,,,
1990,har,Team Totals,0,233,6.0,35,39,18,,,,,,,,,
1990,har,Opponents Totals,0,397,9.9,36,40,15,,,,,,,,,
1990,llarm,Team Totals,0,402,11.2,36,36,9,,,,,,,,,
1990,llarm,Opponents Totals,0,334,8.0,32,42,15,,,,,,,,,
1990,min,Team Totals,1,319,10.6,98t,30,11,,,,,,,,,
1990,min,Opponents Totals,0,269,7.7,35,35,8,,,,,,,,,
1990,larm,Team Totals,0,134,4.6,17,29,10,,,,,,,,,
1990,larm,Opponents Totals,0,503,10.1,34,50,13,,,,,,,,,
1990,bal,Team Totals,1,255,8.5,66t,30,14,,,,,,,,,
1990,bal,Opponents Totals,1,352,9.8,79t,36,11,,,,,,,,,
1990,lten,Team Totals,0,172,5.7,26,30,21,,,,,,,,,
1990,lten,Opponents Totals,1,186,8.1,52t,23,0,,,,,,,,,
1990,dul,Team Totals,1,398,10.2,52t,39,8,,,,,,,,,
1990,dul,Opponents Totals,0,105,6.6,39,16,32,,,,,,,,,
1990,atl,Team Totals,0,209,6.7,25,31,15,,,,,,,,,
1990,atl,Opponents Totals,0,425,10.4,37,41,13,,,,,,,,,
1990,ham,Team Totals,0,295,8.7,39,34,8,,,,,,,,,
1990,ham,Opponents Totals,0,153,6.4,33,24,6,,,,,,,,,
1990,jac,Team Totals,0,254,6.9,37,37,6,,,,,,,,,
1990,jac,Opponents Totals,2,411,9.3,95t,44,19,,,,,,,,,
1990,lind,Team Totals,0,337,9.4,39,36,16,,,,,,,,,
1990,lind,Opponents Totals,2,254,8.8,66t,29,21,,,,,,,,,
1990,was,Team Totals,2,336,9.6,63t,35,16,,,,,,,,,
1990,was,Opponents Totals,0,131,4.7,18,28,15,,,,,,,,,
1990,col,Team Totals,0,256,7.8,32,33,12,,,,,,,,,
1990,col,Opponents Totals,0,159,7.2,22,22,9,,,,,,,,,
1990,tol,Team Totals,1,467,10.9,68t,43,12,,,,,,,,,
1990,tol,Opponents Totals,0,291,7.1,32,41,6,,,,,,,,,
1990,ltb,Team Totals,0,315,7.9,30,40,11,,,,,,,,,
1990,ltb,Opponents Totals,1,338,9.1,68t,37,19,,,,,,,,,
1990,lmin,Team Totals,0,388,8.1,32,48,17,,,,,,,,,
1990,lmin,Opponents Totals,0,205,6.8,30,30,10,,,,,,,,,
1990,c-p,Team Totals,0,250,6.4,20,39,11,,,,,,,,,
1990,c-p,Opponents Totals,1,438,10.2,98t,43,8,,,,,,,,,
1990,chit,Team Totals,0,342,8.6,20,40,7,,,,,,,,,
1990,chit,Opponents Totals,0,258,6.3,27,41,11,,,,,,,,,
1990,nyj,Team Totals,1,399,11.1,95t,36,13,,,,,,,,,
1990,nyj,Opponents Totals,0,322,8.3,30,39,6,,,,,,,,,
1990,dal,Team Totals,0,184,8.0,16,23,15,,,,,,,,,
1990,dal,Opponents Totals,0,352,9.0,36,39,16,,,,,,,,,
1990,latl,Team Totals,0,361,10.3,39,35,7,,,,,,,,,
1990,latl,Opponents Totals,0,233,8.0,24,29,10,,,,,,,,,
1990,lbuf,Team Totals,0,308,9.6,25,32,9,,,,,,,,,
1990,lbuf,Opponents Totals,0,266,7.8,30,34,13,,,,,,,,,
1990,stl,Team Totals,0,225,6.8,30,33,24,,,,,,,,,
1990,stl,Opponents Totals,0,513,11.7,39,44,12,,,,,,,,,
1990,det,Team Totals,0,356,7.4,30,48,16,,,,,,,,,
1990,det,Opponents Totals,0,215,7.2,20,30,13,,,,,,,,,
1990,lac,Team Totals,0,400,8.9,33,45,9,,,,,,,,,
1990,lac,Opponents Totals,0,302,7.0,24,43,12,,,,,,,,,
1990,ton,Team Totals,0,346,9.9,26,35,7,,,,,,,,,
1990,ton,Opponents Totals,0,420,9.1,33,46,11,,,,,,,,,
1990,nyb,Team Totals,1,279,8.0,79t,35,17,,,,,,,,,
1990,nyb,Opponents Totals,0,314,8.1,39,39,12,,,,,,,,,
1991,lkc,Team Totals,0,281,10.8,59,26,16,,4,2,0,,,,,
1991,lkc,Opponents Totals,0,53,3.5,20,15,17,,,0,,,,,,
1991,har,Team Totals,0,157,6.8,25,23,10,,1,0,0,,,,,
1991,har,Opponents Totals,0,164,5.7,21,29,13,,,0,,,,,,
1991,llarm,Team Totals,0,258,8.6,32,30,12,,1,0,0,,,,,
1991,llarm,Opponents Totals,0,332,11.1,39,30,8,,,0,,,,,,
1991,min,Team Totals,0,211,6.8,39,31,14,,2,0,0,,,,,
1991,min,Opponents Totals,0,303,8.4,40,36,20,,,,,,,,,
1991,larm,Team Totals,0,171,6.3,22,27,14,,1,0,0,,,,,
1991,larm,Opponents Totals,1,516,11.0,59t,47,14,,,,,,,,,
1991,bal,Team Totals,0,244,6.8,29,36,11,,4,0,0,,,,,
1991,bal,Opponents Totals,0,192,6.6,17,29,5,,0,0,,,,,,
1991,lten,Team Totals,0,373,9.8,40,38,14,,5,1,0,,,,,
1991,lten,Opponents Totals,0,210,7.2,24,29,27,,,0,,,,,,
1991,dul,Team Totals,0,251,8.1,31,31,10,,2,0,0,,,,,
1991,dul,Opponents Totals,0,388,9.7,48,40,15,,,,,,,,,
1991,atl,Team Totals,1,280,9.7,78t,29,11,,4,1,0,,,,,
1991,atl,Opponents Totals,2,456,12.0,75,38,7,,,,,,,,,
1991,ham,Team Totals,0,284,6.9,20,41,17,,1,0,0,,,,,
1991,ham,Opponents Totals,0,170,6.1,23,28,14,,,0,,,,,,
1991,jac,Team Totals,0,258,7.6,25,34,6,,1,0,0,,,,,
1991,jac,Opponents Totals,0,190,7.0,19,27,16,,0,0,,,,,,
1991,lind,Team Totals,1,330,11.4,75t,29,10,,3,1,0,,,,,
1991,lind,Opponents Totals,0,341,8.3,59,41,8,,,,,,,,,
1991,was,Team Totals,1,325,8.6,59t,38,20,,3,1,0,,,,,
1991,was,Opponents Totals,0,289,7.2,29,40,18,,,0,,,,,,
1991,col,Team Totals,0,328,9.9,48,33,25,,4,1,0,,,,,
1991,col,Opponents Totals,0,267,8.3,32,32,25,,,0,,,,,,
1991,tol,Team Totals,2,610,13.3,69t,46,21,,8,3,0,,,,,
1991,tol,Opponents Totals,0,190,6.1,20,31,7,,,0,,,,,,
1991,ltb,Team Totals,1,309,10.7,85t,29,12,,2,1,0,,,,,
1991,ltb,Opponents Totals,0,231,8.3,34,28,10,,,0,,,,,,
1991,lmin,Team Totals,0,416,7.8,40,53,9,,2,1,0,,,,,
1991,lmin,Opponents Totals,1,431,10.3,85t,42,11,,,,,,,,,
1991,c-p,Team Totals,1,336,9.3,70t,36,10,,1,1,0,,,,,
1991,c-p,Opponents Totals,1,350,10.0,78t,35,10,,,,,,,,,
1991,chit,Team Totals,0,307,7.5,19,41,6,,0,0,0,,,,,
1991,chit,Opponents Totals,0,313,6.5,24,48,12,,,0,,,,,,
1991,nyj,Team Totals,1,385,14.8,78t,26,14,,6,2,0,,,,,
1991,nyj,Opponents Totals,1,340,9.7,69t,35,10,,,,,,,,,
1991,dal,Team Totals,0,340,7.2,37,47,15,,3,0,0,,,,,
1991,dal,Opponents Totals,0,205,7.3,18,28,12,,0,0,,,,,,
1991,latl,Team Totals,0,225,7.5,44,30,15,,1,1,0,,,,,
1991,latl,Opponents Totals,0,426,10.1,33,42,5,,,0,,,,,,
1991,lbuf,Team Totals,0,396,9.7,62,41,7,,2,1,0,,,,,
1991,lbuf,Opponents Totals,1,375,10.7,78t,35,24,,,,,,,,,
1991,stl,Team Totals,0,361,9.3,33,39,15,,4,0,0,,,,,
1991,stl,Opponents Totals,1,559,11.4,70t,49,11,,,,,,,,,
1991,det,Team Totals,0,317,7.2,52,44,19,,1,1,0,,,,,
1991,det,Opponents Totals,0,470,9.4,40,50,11,,,,,,,,,
1991,lac,Team Totals,0,286,8.2,23,35,18,,1,0,0,,,,,
1991,lac,Opponents Totals,0,387,8.6,29,45,18,,,0,,,,,,
1991,ton,Team Totals,0,320,7.6,24,42,15,,3,0,0,,,,,
1991,ton,Opponents Totals,0,239,8.0,23,30,6,,,0,,,,,,
1991,nyb,Team Totals,0,320,8.6,29,37,9,,3,0,0,,,,,
1991,nyb,Opponents Totals,0,292,8.8,42,33,21,,,,,,,,,
1992,lkc,Team Totals,0,191,6.2,19,31,19,,0,0,6,,,,,
1992,lkc,Opponents Totals,1,382,11.6,84t,33,10,,,,,,,,,
1992,har,Team Totals,0,464,10.8,42,43,8,,7,1,2,,,,,
1992,har,Opponents Totals,0,185,8.4,17,22,18,,0,0,,,,,,
1992,llarm,Team Totals,2,275,11.0,84t,25,24,,2,2,1,,,,,
1992,llarm,Opponents Totals,0,313,7.0,24,45,18,,,0,,,,,,
1992,min,Team Totals,0,232,7.7,21,30,9,,2,0,3,,,,,
1992,min,Opponents Totals,0,189,7.3,46,26,18,,,,,,,,,
1992,larm,Team Totals,0,274,7.4,50,37,20,,2,1,2,,,,,
1992,larm,Opponents Totals,1,499,8.5,53t,59,21,,,,,,,,,
1992,bal,Team Totals,1,364,11.4,80t,32,13,,4,2,1,,,,,
1992,bal,Opponents Totals,0,308,7.9,36,39,7,,,0,,,,,,
1992,lten,Team Totals,0,194,5.9,20,33,12,,1,0,1,,,,,
1992,lten,Opponents Totals,0,255,8.2,25,31,2,,,0,,,,,,
1992,dul,Team Totals,1,429,9.8,75t,44,10,,4,1,3,,,,,
1992,dul,Opponents Totals,0,234,8.7,50,27,23,,,,,,,,,
1992,atl,Team Totals,0,285,11.9,95t,24,11,,3,1,1,,,,,
1992,atl,Opponents Totals,1,284,8.9,58t,32,14,,,,,,,,,
1992,ham,Team Totals,0,359,8.2,25,44,12,,2,0,2,,,,,
1992,ham,Opponents Totals,1,244,10.2,46t,24,19,,,,,,,,,
1992,jac,Team Totals,2,402,10.3,86t,39,8,,5,2,5,,,,,
1992,jac,Opponents Totals,1,328,8.2,80t,40,15,,,,,,,,,
1992,lind,Team Totals,0,353,10.4,47,34,16,,3,1,3,,,,,
1992,lind,Opponents Totals,0,382,9.8,42,39,16,,,,,,,,,
1992,was,Team Totals,0,402,9.8,40,41,21,,3,1,3,,,,,
1992,was,Opponents Totals,0,385,9.6,39,40,10,,,0,,,,,,
1992,col,Team Totals,0,283,7.4,16,38,27,,0,0,0,,,,,
1992,col,Opponents Totals,1,416,7.4,86t,56,26,,,,,,,,,
1992,tol,Team Totals,2,550,12.5,79t,44,18,,4,2,2,,,,,
1992,tol,Opponents Totals,0,397,11.7,65,34,6,,,,,,,,,
1992,ltb,Team Totals,1,555,11.8,87t,47,15,,6,2,1,,,,,
1992,ltb,Opponents Totals,0,295,8.2,47,36,20,,,,,,,,,
1992,lmin,Team Totals,2,355,9.6,84t,37,12,,4,2,5,,,,,
1992,lmin,Opponents Totals,1,332,12.3,79t,27,13,,,,,,,,,
1992,c-p,Team Totals,0,240,8.9,39,27,11,,4,0,2,,,,,
1992,c-p,Opponents Totals,2,548,11.9,87t,46,11,,,,,,,,,
1992,chit,Team Totals,0,364,11.0,65,33,12,,1,0,1,,,,,
1992,chit,Opponents Totals,0,141,6.4,26,22,11,,,0,,,,,,
1992,nyj,Team Totals,0,336,10.2,42,33,18,,3,1,2,,,,,
1992,nyj,Opponents Totals,1,339,10.0,8t,34,13,,0,0,,,,,,
1992,dal,Team Totals,1,315,9.0,58t,35,6,,4,2,8,,,,,
1992,dal,Opponents Totals,1,230,8.8,95t,26,10,,,,,,,,,
1992,latl,Team Totals,0,160,6.2,17,26,15,,0,0,1,,,,,
1992,latl,Opponents Totals,0,117,5.3,16,22,26,,0,0,,,,,,
1992,lbuf,Team Totals,0,176,7.7,36,23,14,,2,0,3,,,,,
1992,lbuf,Opponents Totals,1,351,9.2,75t,38,15,,,,,,,,,
1992,stl,Team Totals,1,190,9.0,58t,21,9,,2,1,0,,,,,
1992,stl,Opponents Totals,0,356,11.9,48,30,5,,,,,,,,,
1992,det,Team Totals,1,389,9.7,48t,40,12,,5,2,3,,,,,
1992,det,Opponents Totals,0,177,7.7,27,23,9,,,0,,,,,,
1992,lac,Team Totals,0,231,5.1,34,45,21,,1,0,8,,,,,
1992,lac,Opponents Totals,0,218,7.0,34,31,21,,,0,,,,,,
1992,ton,Team Totals,0,196,6.8,45,29,14,,3,1,1,,,,,
1992,ton,Opponents Totals,4,482,11.0,61t,44,10,,,,,,,,,
1992,nyb,Team Totals,2,345,8.8,61t,39,11,,4,1,1,,,,,
1992,nyb,Opponents Totals,1,522,10.9,74t,48,11,,,,,,,,,
1993,lkc,Team Totals,1,277,8.4,47t,33,7,,2,1,2,,,,,
1993,lkc,Opponents Totals,0,247,8.5,27,29,24,,,0,,,,,,
1993,har,Team Totals,2,326,11.6,72t,28,22,,3,2,3,,,,,
1993,har,Opponents Totals,1,359,11.2,64t,32,12,,,,,,,,,
1993,llarm,Team Totals,0,256,8.3,20,31,12,,1,0,5,,,,,
1993,llarm,Opponents Totals,0,156,6.0,36,26,12,,,0,,,,,,
1993,min,Team Totals,0,462,9.1,30,51,14,,3,0,2,,,,,
1993,min,Opponents Totals,1,313,9.2,47t,34,6,,,,,,,,,
1993,larm,Team Totals,0,173,5.8,24,30,17,,1,0,2,,,,,
1993,larm,Opponents Totals,1,352,8.6,71t,41,12,,,,,,,,,
1993,bal,Team Totals,0,275,6.7,18,41,19,,0,0,1,,,,,
1993,bal,Opponents Totals,0,249,8.9,30,28,5,,,0,,,,,,
1993,lten,Team Totals,0,353,7.5,39,47,12,,2,0,3,,,,,
1993,lten,Opponents Totals,3,678,13.6,91t,50,16,,,,,,,,,
1993,dul,Team Totals,3,563,13.4,91t,42,12,,4,3,1,,,,,
1993,dul,Opponents Totals,0,438,8.9,36,49,14,,,0,,,,,,
1993,atl,Team Totals,0,321,6.7,36,48,8,,3,0,3,,,,,
1993,atl,Opponents Totals,0,416,8.9,39,47,13,,,0,,,,,,
1993,ham,Team Totals,0,348,9.4,30,37,7,,7,0,4,,,,,
1993,ham,Opponents Totals,0,352,8.2,54,43,15,,,,,,,,,
1993,jac,Team Totals,1,465,11.6,74t,40,20,,3,1,0,,,,,
1993,jac,Opponents Totals,0,301,8.6,28,35,7,,,0,,,,,,
1993,lind,Team Totals,0,425,10.4,54,41,11,,4,1,6,,,,,
1993,lind,Opponents Totals,0,337,10.2,54,33,8,,,,,,,,,
1993,was,Team Totals,0,412,12.1,54,34,17,,7,1,4,,,,,
1993,was,Opponents Totals,0,292,8.1,30,36,21,,,0,,,,,,
1993,col,Team Totals,0,280,8.5,33,33,15,,2,0,0,,,,,
1993,col,Opponents Totals,1,475,10.1,74t,47,21,,,,,,,,,
1993,tol,Team Totals,2,381,10.3,64t,37,14,,3,2,6,,,,,
1993,tol,Opponents Totals,0,169,5.3,20,32,12,,,0,,,,,,
1993,ltb,Team Totals,1,331,10.3,75t,32,20,,2,1,0,,,,,
1993,ltb,Opponents Totals,0,247,5.6,28,44,10,,,0,,,,,,
1993,lmin,Team Totals,0,284,8.6,25,33,20,,2,0,2,,,,,
1993,lmin,Opponents Totals,1,311,8.9,83t,35,19,,,,,,,,,
1993,c-p,Team Totals,1,384,8.2,58t,47,11,,3,1,3,,,,,
1993,c-p,Opponents Totals,0,267,8.9,33,30,19,,,0,,,,,,
1993,chit,Team Totals,0,245,7.0,48,35,8,,2,1,4,,,,,
1993,chit,Opponents Totals,2,343,10.1,62t,34,23,,,,,,,,,
1993,nyj,Team Totals,0,349,8.7,53,40,18,,4,1,2,,,,,
1993,nyj,Opponents Totals,0,377,8.4,21,45,5,,,0,,,,,,
1993,dal,Team Totals,0,280,7.2,50,39,23,,2,1,1,,,,,
1993,dal,Opponents Totals,1,560,12.2,72t,46,22,,,,,,,,,
1993,latl,Team Totals,0,404,9.0,39,45,12,,7,0,5,,,,,
1993,latl,Opponents Totals,0,350,9.2,35,38,12,,,0,,,,,,
1993,lbuf,Team Totals,0,289,8.3,28,35,20,,3,0,1,,,,,
1993,lbuf,Opponents Totals,0,115,5.2,34,22,38,,,0,,,,,,
1993,stl,Team Totals,0,311,8.2,35,38,15,,3,0,6,,,,,
1993,stl,Opponents Totals,0,394,7.4,54,53,23,,,,,,,,,
1993,det,Team Totals,1,411,11.7,72t,35,20,,5,1,4,,,,,
1993,det,Opponents Totals,0,171,11.4,50,15,8,,,,,,,,,
1993,lac,Team Totals,2,517,13.6,83t,38,21,,6,2,0,,,,,
1993,lac,Opponents Totals,1,348,9.7,75t,36,18,,,,,,,,,
1993,ton,Team Totals,0,276,7.9,51,35,18,,2,1,3,,,,,
1993,ton,Opponents Totals,0,350,8.5,30,41,17,,,0,,,,,,
1993,nyb,Team Totals,0,102,5.4,13,19,15,,0,0,0,,,,,
1993,nyb,Opponents Totals,2,533,12.4,74t,43,16,,,,,,,,,
1994,lkc,Team Totals,0,241,7.3,26,33,17,,1,0,2,,,,,
1994,lkc,Opponents Totals,1,324,10.1,75t,32,6,,,,,,,,,
1994,har,Team Totals,0,383,8.3,38,46,16,,3,0,4,,,,,
1994,har,Opponents Totals,0,260,7.6,30,34,9,,,0,,,,,,
1994,llarm,Team Totals,1,339,8.1,75t,42,8,,3,1,3,,,,,
1994,llarm,Opponents Totals,0,366,9.2,38,40,9,,,0,,,,,,
1994,min,Team Totals,0,343,10.4,57,33,8,,2,1,2,,,,,
1994,min,Opponents Totals,0,324,8.5,31,38,11,,,0,,,,,,
1994,larm,Team Totals,0,345,8.8,26,39,5,,3,0,5,,,,,
1994,larm,Opponents Totals,0,260,6.8,31,38,12,,,0,,,,,,
1994,bal,Team Totals,0,424,7.6,42,56,16,,2,1,2,,,,,
1994,bal,Opponents Totals,0,263,6.7,19,39,23,,0,0,,,,,,
1994,lten,Team Totals,2,462,10.0,92t,46,7,,4,3,4,,,,,
1994,lten,Opponents Totals,0,220,5.8,31,38,15,,,0,,,,,,
1994,dul,Team Totals,1,373,10.1,82t,37,18,,4,2,3,,,,,
1994,dul,Opponents Totals,2,459,10.7,92t,43,12,,,,,,,,,
1994,atl,Team Totals,1,281,5.6,78t,50,12,,2,1,4,,,,,
1994,atl,Opponents Totals,1,438,8.8,82t,50,16,,,,,,,,,
1994,ham,Team Totals,2,475,13.2,90t,36,19,,4,2,2,,,,,
1994,ham,Opponents Totals,0,348,9.2,44,38,14,,,,,,,,,
1994,jac,Team Totals,0,316,7.3,43,43,13,,3,2,1,,,,,
1994,jac,Opponents Totals,0,506,10.1,60,50,13,,,,,,,,,
1994,lind,Team Totals,0,487,12.2,48,40,14,,5,1,2,,,,,
1994,lind,Opponents Totals,1,366,9.6,90t,38,5,,,,,,,,,
1994,was,Team Totals,0,379,9.2,44,41,4,,5,1,3,,,,,
1994,was,Opponents Totals,0,275,7.1,29,39,13,,,0,,,,,,
1994,col,Team Totals,0,337,9.1,31,37,23,,2,0,1,,,,,
1994,col,Opponents Totals,1,426,9.9,78t,43,21,,,,,,,,,
1994,tol,Team Totals,1,404,9.2,83t,44,14,,3,2,5,,,,,
1994,tol,Opponents Totals,0,378,10.5,58,36,14,,,,,,,,,
1994,ltb,Team Totals,2,388,12.1,68t,32,17,,5,2,2,,,,,
1994,ltb,Opponents Totals,0,307,7.9,52,39,14,,,,,,,,,
1994,lmin,Team Totals,0,286,6.8,23,42,13,,1,0,1,,,,,
1994,lmin,Opponents Totals,0,270,6.8,16,40,22,,0,0,,,,,,
1994,c-p,Team Totals,0,381,9.3,49,41,18,,5,3,1,,,,,
1994,c-p,Opponents Totals,1,286,6.1,68t,47,17,,,,,,,,,
1994,chit,Team Totals,2,452,14.1,78t,32,24,,4,3,1,,,,,
1994,chit,Opponents Totals,1,441,9.8,83t,45,11,,,,,,,,,
1994,nyj,Team Totals,0,238,6.1,25,39,16,,2,0,4,,,,,
1994,nyj,Opponents Totals,1,410,9.3,61t,44,10,,,,,,,,,
1994,dal,Team Totals,1,414,8.4,85t,49,18,,3,1,7,,,,,
1994,dal,Opponents Totals,0,272,7.6,25,36,10,,,0,,,,,,
1994,latl,Team Totals,0,256,10.2,24,25,12,,2,0,2,,,,,
1994,latl,Opponents Totals,2,431,12.0,80t,36,9,,,,,,,,,
1994,lbuf,Team Totals,1,218,8.1,61t,27,20,,2,1,2,,,,,
1994,lbuf,Opponents Totals,0,225,8.7,57,26,18,,,,,,,,,
1994,stl,Team Totals,1,248,8.9,80t,28,8,,2,1,1,,,,,
1994,stl,Opponents Totals,0,103,5.4,40,19,42,,,,,,,,,
1994,det,Team Totals,0,334,8.4,26,40,13,,4,0,1,,,,,
1994,det,Opponents Totals,0,242,8.6,43,28,10,,,,,,,,,
1994,lac,Team Totals,0,152,6.1,35,25,10,,2,0,5,,,,,
1994,lac,Opponents Totals,2,495,12.4,103t,40,8,,,,,,,,,
1994,ton,Team Totals,0,188,6.1,29,31,16,,2,0,0,,,,,
1994,ton,Opponents Totals,0,273,8.8,26,31,16,,,0,,,,,,
1994,nyb,Team Totals,1,461,11.5,103t,40,10,,6,3,5,,,,,
1994,nyb,Opponents Totals,3,637,13.6,85t,47,8,,,,,,,,,
1995,lkc,Team Totals,0,476,10.1,44,47,11,,5,2,2,,,,,
1995,lkc,Opponents Totals,1,224,9.7,69t,23,30,,,,,,,,,
1995,har,Team Totals,0,192,6.6,32,29,12,,1,0,3,,,,,
1995,har,Opponents Totals,0,436,11.8,62,37,5,,,,,,,,,
1995,llarm,Team Totals,0,163,6.8,24,24,12,,1,0,2,,,,,
1995,llarm,Opponents Totals,0,265,7.6,27,35,10,,,0,,,,,,
1995,min,Team Totals,0,383,8.5,23,45,17,,3,0,2,,,,,
1995,min,Opponents Totals,0,342,8.6,42,40,11,,,,,,,,,
1995,larm,Team Totals,0,323,8.5,22,38,17,,3,0,3,,,,,
1995,larm,Opponents Totals,0,753,12.1,32,62,13,,,0,,,,,,
1995,bal,Team Totals,1,474,9.9,72t,48,8,,4,3,1,,,,,
1995,bal,Opponents Totals,0,186,8.5,16,22,9,,0,0,,,,,,
1995,lten,Team Totals,0,103,4.9,21,21,13,,1,0,1,,,,,
1995,lten,Opponents Totals,0,154,5.7,19,27,20,,0,0,,,,,,
1995,dul,Team Totals,0,339,9.7,20,35,21,,1,0,3,,,,,
1995,dul,Opponents Totals,1,288,8.2,72t,35,17,,,,,,,,,
1995,atl,Team Totals,1,255,10.2,69t,25,16,,1,1,1,,,,,
1995,atl,Opponents Totals,0,296,8.7,56,34,9,,,,,,,,,
1995,ham,Team Totals,0,243,8.4,40,29,8,,3,1,3,,,,,
1995,ham,Opponents Totals,0,323,7.2,25,45,11,,,0,,,,,,
1995,jac,Team Totals,1,561,9.7,86t,58,7,,5,1,1,,,,,
1995,jac,Opponents Totals,0,433,10.3,38,42,18,,,0,,,,,,
1995,lind,Team Totals,1,338,10.9,88t,31,15,,6,1,8,,,,,
1995,lind,Opponents Totals,1,429,12.3,86t,35,13,,,,,,,,,
