Year,Team,Totals,1st,2nd,3rd,4th,YDS,TOP,Rushing,Passing,Penalty,3RD DOWN EFFICIENCY,4TH DOWN EFFICIENCY,PEN,OT
2015,ham,Team Totals,,,,,108,29:32,311,77,195,39,94/235 40.0%,7/13 53.8%,
2015,ham,Opponents Totals,,,,,133,30:28,331,89,210,32,89/227 39.2%,10/14 71.4%,
2015,jac,Team Totals,,,,,105,27:34,313,69,215,29,72/205 35.1%,8/15 53.3%,
2015,jac,Opponents Totals,,,,,114,32:26,362,102,222,38,105/227 46.3%,6/12 50.0%,
2015,lind,Team Totals,,,,,93,29:25,298,66,195,37,64/201 31.8%,7/15 46.7%,
2015,lind,Opponents Totals,,,,,112,30:35,316,101,192,24,92/216 42.6%,4/12 33.3%,
2015,was,Team Totals,,,,,115,29:57,314,85,201,28,79/224 35.3%,7/14 50.0%,
2015,was,Opponents Totals,,,,,104,30:03,289,81,162,46,80/227 35.2%,5/14 35.7%,
2015,col,Team Totals,,,,,104,30:55,303,116,155,32,76/199 38.2%,6/9 66.7%,
2015,col,Opponents Totals,,,,,110,29:05,313,96,193,34,72/217 33.2%,13/27 48.1%,
2015,tol,Team Totals,,,,,139,29:19,300,74,193,33,86/220 39.1%,5/13 38.5%,
2015,tol,Opponents Totals,,,,,104,30:41,344,94,206,44,84/224 37.5%,9/17 52.9%,
2015,ltb,Team Totals,,,,,117,31:34,344,79,230,35,97/231 42.0%,5/15 33.3%,
2015,ltb,Opponents Totals,,,,,120,28:26,299,101,170,28,74/195 37.9%,7/8 87.5%,
2015,lmin,Team Totals,,,,,105,31:39,317,81,208,28,94/216 43.5%,7/12 58.3%,
2015,lmin,Opponents Totals,,,,,112,28:21,329,103,202,24,78/207 37.7%,11/20 55.0%,
2015,c-p,Team Totals,,,,,104,25:59,339,110,193,36,91/230 39.6%,8/16 50.0%,
2015,c-p,Opponents Totals,,,,,123,34:01,365,100,239,26,99/231 42.9%,6/9 66.7%,
2015,chit,Team Totals,,,,,102,28:14,331,77,208,46,82/217 37.8%,9/16 56.3%,
2015,chit,Opponents Totals,,,,,120,31:46,367,104,236,27,108/230 47.0%,8/14 57.1%,
2015,nyj,Team Totals,,,,,112,30:59,307,94,175,38,66/191 34.6%,8/16 50.0%,
2015,nyj,Opponents Totals,,,,,113,29:01,317,113,172,32,81/208 38.9%,5/10 50.0%,
2015,dal,Team Totals,,,,,88,30:23,297,113,153,31,76/199 38.2%,5/11 45.5%,
2015,dal,Opponents Totals,,,,,109,29:37,318,94,189,35,71/206 34.5%,11/22 50.0%,
2015,latl,Team Totals,,,,,105,30:08,317,100,173,44,70/208 33.7%,11/21 52.4%,
2015,latl,Opponents Totals,,,,,120,29:52,300,96,183,21,79/220 35.9%,10/21 47.6%,
2015,lbuf,Team Totals,,,,,104,31:05,337,71,236,30,75/203 36.9%,7/14 50.0%,
2015,lbuf,Opponents Totals,,,,,96,28:55,319,96,191,32,82/200 41.0%,5/8 62.5%,
2015,stl,Team Totals,,,,,99,31:01,312,108,177,27,92/219 42.0%,6/10 60.0%,
2015,stl,Opponents Totals,,,,,98,28:59,307,103,182,22,89/201 44.3%,5/12 41.7%,
2015,det,Team Totals,,,,,103,31:44,357,136,197,24,86/203 42.4%,6/10 60.0%,
2015,det,Opponents Totals,,,,,99,28:16,298,74,198,26,86/227 37.9%,15/26 57.7%,
2015,lac,Team Totals,,,,,100,31:56,359,95,230,34,107/227 47.1%,10/19 52.6%,
2015,lac,Opponents Totals,,,,,95,28:04,335,107,197,31,82/191 42.9%,5/15 33.3%,
2015,ton,Team Totals,,,,,130,31:11,381,98,247,36,104/218 47.7%,10/16 62.5%,
2015,ton,Opponents Totals,,,,,114,28:49,380,103,223,54,71/176 40.3%,10/13 76.9%,
2015,nyb,Team Totals,,,,,143,28:43,336,99,201,36,84/402 20.9%,7/13 53.8%,
2015,nyb,Opponents Totals,,,,,104,31:17,351,104,208,39,97/211 46.0%,4/6 66.7%,
2015,sea,Team Totals,,,,,94,32:04,373,92,237,44,93/198 47.0%,4/9 44.4%,
2015,sea,Opponents Totals,,,,,130,27:56,284,79,177,28,75/210 35.7%,8/17 47.1%,
2015,dec,Team Totals,,,,,117,31:40,335,128,190,17,99/213 46.5%,8/9 88.9%,
2015,dec,Opponents Totals,,,,,94,28:20,273,71,175,27,67/195 34.4%,1/7 14.3%,
2015,lne,Team Totals,,,,,122,27:35,241,92,126,23,52/201 25.9%,4/13 30.8%,
2015,lne,Opponents Totals,,,,,109,32:25,320,98,192,30,78/225 34.7%,4/15 26.7%,
2015,lari,Team Totals,,,,,113,26:20,261,83,154,24,65/213 30.5%,9/19 47.4%,
2015,lari,Opponents Totals,,,,,112,33:40,356,128,199,29,82/210 39.0%,6/11 54.5%,
2016,lkc,Team Totals,,,,,93,31:13,351,109,203,39,104/227 45.8%,8/12 66.7%,
2016,lkc,Opponents Totals,,,,,113,28:47,294,81,190,23,76/206 36.9%,7/18 38.9%,
2016,har,Team Totals,,,,,125,28:23,278,90,167,21,69/188 36.7%,0/4 0.0%,
2016,har,Opponents Totals,,,,,109,31:37,349,109,199,41,77/213 36.2%,9/16 56.3%,
2016,llarm,Team Totals,,,,,112,29:22,328,146,155,27,86/210 41.0%,8/15 53.3%,
2016,llarm,Opponents Totals,,,,,106,30:38,338,122,183,33,82/205 40.0%,4/14 28.6%,
2016,min,Team Totals,,,,,93,30:29,291,97,166,28,76/210 36.2%,8/19 42.1%,
2016,min,Opponents Totals,,,,,74,29:31,318,86,203,29,84/210 40.0%,2/10 20.0%,
2016,larm,Team Totals,,,,,113,30:22,336,97,210,20,83/202 41.1%,9/16 56.3%,
2016,larm,Opponents Totals,,,,,109,29:38,313,95,184,34,88/214 41.1%,11/21 52.4%,
2016,bal,Team Totals,,,,,125,30:46,316,79,205,32,86/233 36.9%,8/19 42.1%,
2016,bal,Opponents Totals,,,,,95,29:14,294,74,190,30,75/214 35.0%,11/16 68.8%,
2016,lten,Team Totals,,,,,88,29:52,341,100,204,37,82/210 39.0%,7/9 77.8%,
2016,lten,Opponents Totals,,,,,105,30:08,327,95,196,36,86/217 39.6%,9/19 47.4%,
2016,dul,Team Totals,,,,,95,27:44,296,83,181,32,77/212 36.3%,13/18 72.2%,
2016,dul,Opponents Totals,,,,,104,32:16,364,121,220,23,93/206 45.1%,9/12 75.0%,
2016,atl,Team Totals,,,,,87,31:20,305,102,173,30,87/233 37.3%,9/23 39.1%,
2016,atl,Opponents Totals,,,,,114,28:40,272,87,157,28,82/213 38.5%,3/13 23.1%,
2016,ham,Team Totals,,,,,110,30:32,322,115,175,32,100/217 46.1%,4/11 36.4%,
2016,ham,Opponents Totals,,,,,137,29:28,324,70,227,27,77/210 36.7%,12/22 54.5%,
2016,jac,Team Totals,,,,,102,30:39,351,93,220,38,87/202 43.1%,8/18 44.4%,
2016,jac,Opponents Totals,,,,,125,29:21,353,92,225,35,80/193 41.5%,3/8 37.5%,
2016,lind,Team Totals,,,,,129,29:09,321,75,207,39,78/221 35.3%,7/16 43.8%,
2016,lind,Opponents Totals,,,,,101,30:51,305,93,174,38,83/224 37.1%,6/13 46.2%,
2016,was,Team Totals,,,,,109,29:59,305,86,197,22,81/213 38.0%,10/14 71.4%,
2016,was,Opponents Totals,,,,,109,30:01,342,102,209,31,96/222 43.2%,10/20 50.0%,
2016,col,Team Totals,,,,,147,31:18,334,98,198,38,83/218 38.1%,6/13 46.2%,
2016,col,Opponents Totals,,,,,115,28:42,318,94,188,36,78/198 39.4%,4/15 26.7%,
2016,tol,Team Totals,,,,,119,28:36,290,76,181,33,75/219 34.2%,9/17 52.9%,
2016,tol,Opponents Totals,,,,,110,31:24,306,101,169,36,86/236 36.4%,6/16 37.5%,
2016,ltb,Team Totals,,,,,107,30:12,340,90,214,36,85/200 42.5%,6/12 50.0%,
2016,ltb,Opponents Totals,,,,,118,29:48,330,98,204,28,83/208 39.9%,11/16 68.8%,
2016,lmin,Team Totals,,,,,105,31:41,358,142,191,25,80/189 42.3%,8/9 88.9%,
2016,lmin,Opponents Totals,,,,,90,28:19,330,79,226,25,77/197 39.1%,9/14 64.3%,
2016,c-p,Team Totals,,,,,88,28:19,289,73,190,26,78/219 35.6%,9/19 47.4%,
2016,c-p,Opponents Totals,,,,,104,31:41,298,82,191,25,84/238 35.3%,7/14 50.0%,
2016,chit,Team Totals,,,,,110,29:38,345,89,226,30,90/199 45.2%,7/14 50.0%,
2016,chit,Opponents Totals,,,,,100,30:22,368,109,225,34,97/208 46.6%,9/16 56.3%,
2016,nyj,Team Totals,,,,,113,32:16,333,114,192,27,85/224 37.9%,13/27 48.1%,
2016,nyj,Opponents Totals,,,,,99,27:44,300,89,177,34,82/205 40.0%,8/18 44.4%,
2016,dal,Team Totals,,,,,100,31:14,349,91,222,36,98/210 46.7%,7/17 41.2%,
2016,dal,Opponents Totals,,,,,109,28:46,329,80,227,22,82/199 41.2%,12/18 66.7%,
2016,latl,Team Totals,,,,,100,29:54,329,76,217,36,83/195 42.6%,7/10 70.0%,
2016,latl,Opponents Totals,,,,,122,30:06,333,99,206,28,90/198 45.5%,3/8 37.5%,
2016,lbuf,Team Totals,,,,,103,30:24,303,66,209,28,81/213 38.0%,8/18 44.4%,
2016,lbuf,Opponents Totals,,,,,99,29:36,304,87,186,31,80/206 38.8%,3/14 21.4%,
2016,stl,Team Totals,,,,,110,28:07,324,93,212,19,70/185 37.8%,4/14 28.6%,
2016,stl,Opponents Totals,,,,,103,31:53,322,99,188,35,85/210 40.5%,10/14 71.4%,
2016,det,Team Totals,,,,,104,30:11,379,108,239,32,75/178 42.1%,8/14 57.1%,
2016,det,Opponents Totals,,,,,113,29:49,358,95,232,31,89/213 41.8%,18/25 72.0%,
2016,lac,Team Totals,,,,,109,30:32,340,80,220,40,94/214 43.9%,4/9 44.4%,
2016,lac,Opponents Totals,,,,,121,29:28,326,102,203,21,67/195 34.4%,8/10 80.0%,
2016,ton,Team Totals,,,,,107,30:57,395,105,265,25,107/220 48.6%,13/15 86.7%,
2016,ton,Opponents Totals,,,,,104,29:03,353,91,230,32,84/194 43.3%,4/10 40.0%,
2016,nyb,Team Totals,,,,,98,30:50,318,99,194,25,83/223 37.2%,11/17 64.7%,
2016,nyb,Opponents Totals,,,,,112,29:10,329,90,223,16,80/211 37.9%,9/13 69.2%,
2016,sea,Team Totals,,,,,117,29:36,313,85,203,25,79/207 38.2%,4/11 36.4%,
2016,sea,Opponents Totals,,,,,103,30:24,307,94,180,33,82/212 38.7%,6/20 30.0%,
2016,dec,Team Totals,,,,,104,30:25,368,97,229,42,87/214 40.7%,5/10 50.0%,
2016,dec,Opponents Totals,,,,,123,29:35,293,90,175,28,85/219 38.8%,7/15 46.7%,
2016,lne,Team Totals,,,,,126,29:21,245,68,151,26,67/213 31.5%,8/20 40.0%,
2016,lne,Opponents Totals,,,,,108,30:39,325,91,194,40,82/220 37.3%,12/14 85.7%,
2016,lari,Team Totals,,,,,99,26:45,287,116,152,19,78/222 35.1%,10/19 52.6%,
2016,lari,Opponents Totals,,,,,93,33:15,358,140,87,31,102/226 45.1%,4/7 57.1%,
2017,lkc,Team Totals,,,,,95,30:37,389,107,232,50,82/202 40.6%,8/13 61.5%,
2017,lkc,Opponents Totals,,,,,111,29:23,325,98,204,23,82/208 39.4%,10/23 43.5%,
2017,har,Team Totals,,,,,98,28:06,278,105,149,24,101/241 41.9%,2/15 13.3%,
2017,har,Opponents Totals,,,,,97,31:54,348,121,199,28,82/214 38.3%,11/20 55.0%,
2017,llarm,Team Totals,,,,,137,29:25,284,66,187,31,64/202 31.7%,7/24 29.2%,
2017,llarm,Opponents Totals,,,,,122,30:35,319,88,190,41,75/203 36.9%,2/8 25.0%,
2017,min,Team Totals,,,,,119,29:55,269,77,157,35,81/228 35.5%,7/13 53.8%,
2017,min,Opponents Totals,,,,,114,30:05,329,88,191,50,82/221 37.1%,5/11 45.5%,
2017,larm,Team Totals,,,,,101,31:56,348,96,217,35,92/209 44.0%,3/8 37.5%,
2017,larm,Opponents Totals,,,,,110,28:04,270,89,157,24,72/199 36.2%,6/19 31.6%,
2017,bal,Team Totals,,,,,91,30:38,311,111,168,32,76/223 34.1%,10/16 62.5%,
2017,bal,Opponents Totals,,,,,96,29:22,296,87,179,30,82/222 36.9%,6/16 37.5%,
2017,lten,Team Totals,,,,,110,27:12,267,72,165,30,67/199 33.7%,5/12 41.7%,
2017,lten,Opponents Totals,,,,,106,32:48,325,111,173,41,98/241 40.7%,9/19 47.4%,
2017,dul,Team Totals,,,,,110,27:49,290,97,157,36,73/216 33.8%,12/23 52.2%,
2017,dul,Opponents Totals,,,,,101,32:11,315,95,189,31,91/224 40.6%,5/10 50.0%,
2017,atl,Team Totals,,,,,112,31:47,332,101,193,38,85/227 37.4%,10/13 76.9%,
2017,atl,Opponents Totals,,,,,112,28:13,257,91,143,23,74/220 33.6%,6/13 46.2%,
2017,ham,Team Totals,,,,,85,29:51,290,97,157,36,71/202 35.1%,5/10 50.0%,
2017,ham,Opponents Totals,,,,,119,30:09,323,68,231,24,78/214 36.4%,10/16 62.5%,
2017,jac,Team Totals,,,,,124,30:07,313,86,180,47,76/209 36.4%,5/10 50.0%,
2017,jac,Opponents Totals,,,,,122,29:53,301,88,176,37,71/201 35.3%,5/8 62.5%,
2017,lind,Team Totals,,,,,92,29:07,267,94,148,25,87/228 38.2%,8/17 47.1%,
2017,lind,Opponents Totals,,,,,102,30:53,324,99,192,33,97/217 44.7%,7/14 50.0%,
2017,was,Team Totals,,,,,118,30:39,322,95,198,29,78/199 39.2%,3/10 30.0%,
2017,was,Opponents Totals,,,,,107,29:21,352,112,204,36,83/207 40.1%,9/17 52.9%,
2017,col,Team Totals,,,,,108,30:08,337,84,220,33,84/209 40.2%,5/11 45.5%,
2017,col,Opponents Totals,,,,,109,29:52,282,99,153,30,86/221 38.9%,6/20 30.0%,
2017,tol,Team Totals,,,,,114,28:53,287,78,178,31,82/204 40.2%,8/24 33.3%,
2017,tol,Opponents Totals,,,,,102,31:07,304,93,187,24,88/215 40.9%,7/10 70.0%,
2017,ltb,Team Totals,,,,,113,31:28,297,92,180,25,94/241 39.0%,7/20 35.0%,
2017,ltb,Opponents Totals,,,,,89,28:32,266,68,166,32,66/209 31.6%,7/21 33.3%,
2017,lmin,Team Totals,,,,,116,32:41,338,108,193,37,96/230 41.7%,17/26 65.4%,
2017,lmin,Opponents Totals,,,,,101,27:19,272,62,177,33,66/205 32.2%,4/18 22.2%,
2017,c-p,Team Totals,,,,,97,30:12,314,126,162,25,87/203 42.9%,10/19 52.6%,
2017,c-p,Opponents Totals,,,,,107,29:48,312,96,181,35,90/210 42.9%,4/13 30.8%,
2017,chit,Team Totals,,,,,97,29:40,278,66,191,21,66/204 32.4%,9/16 56.3%,
2017,chit,Opponents Totals,,,,,100,30:20,307,105,171,31,83/226 36.7%,9/15 60.0%,
2017,nyj,Team Totals,,,,,91,28:27,271,66,178,27,74/227 32.6%,8/21 38.1%,
2017,nyj,Opponents Totals,,,,,115,31:33,313,101,189,23,88/222 39.6%,5/17 29.4%,
2017,dal,Team Totals,,,,,100,32:26,334,100,196,38,94/216 43.5%,1/7 14.3%,
2017,dal,Opponents Totals,,,,,105,27:34,260,59,168,33,51/202 25.2%,9/23 39.1%,
2017,latl,Team Totals,,,,,104,29:48,296,58,210,28,81/209 38.8%,1/9 11.1%,
2017,latl,Opponents Totals,,,,,110,30:12,350,110,205,35,74/194 38.1%,8/15 53.3%,
2017,lbuf,Team Totals,,,,,96,28:47,307,99,176,32,83/211 39.3%,15/28 53.6%,
2017,lbuf,Opponents Totals,,,,,94,31:13,331,95,211,25,89/208 42.8%,8/10 80.0%,
2017,stl,Team Totals,,,,,115,28:41,267,93,144,39,71/205 34.6%,7/18 38.9%,
2017,stl,Opponents Totals,,,,,118,31:19,298,95,180,33,86/219 39.3%,6/11 54.5%,
2017,det,Team Totals,,,,,83,32:17,320,121,167,32,93/322 28.9%,5/11 45.5%,
2017,det,Opponents Totals,,,,,101,27:43,282,69,187,26,78/206 37.9%,7/20 35.0%,
2017,lac,Team Totals,,,,,105,31:04,332,111,201,20,73/194 37.6%,12/15 80.0%,
2017,lac,Opponents Totals,,,,,108,28:56,308,82,172,44,87/212 41.0%,4/12 33.3%,
2017,ton,Team Totals,,,,,102,29:50,330,101,200,29,88/197 44.7%,4/13 30.8%,
2017,ton,Opponents Totals,,,,,103,30:10,323,97,197,29,75/196 38.3%,13/19 68.4%,
2017,nyb,Team Totals,,,,,104,29:36,352,76,243,33,85/196 43.4%,4/8 50.0%,
2017,nyb,Opponents Totals,,,,,109,30:24,327,102,202,23,104/216 48.1%,2/9 22.2%,
2017,sea,Team Totals,,,,,107,30:06,311,97,185,29,88/214 41.1%,5/12 41.7%,
2017,sea,Opponents Totals,,,,,102,29:54,300,86,181,33,86/227 37.9%,9/15 60.0%,
2017,dec,Team Totals,,,,,148,29:19,299,85,183,31,79/212 37.3%,5/9 55.6%,
2017,dec,Opponents Totals,,,,,102,30:41,316,90,181,45,85/222 38.3%,7/15 46.7%,
2017,lne,Team Totals,,,,,110,30:47,310,66,200,44,82/233 35.2%,7/16 43.8%,
2017,lne,Opponents Totals,,,,,129,29:13,283,68,187,28,80/224 35.7%,7/16 43.8%,
2017,lari,Team Totals,,,,,123,28:44,321,88,206,27,91/234 38.9%,8/18 44.4%,
2017,lari,Opponents Totals,,,,,97,31:16,343,108,198,37,95/221 43.0%,10/12 83.3%,
2018,lkc,Team Totals,,,,,93,31:05,365,131,206,28,82/201 40.8%,7/14 50.0%,
2018,lkc,Opponents Totals,,,,,91,28:55,322,93,208,21,76/197 38.6%,6/16 37.5%,
2018,har,Team Totals,,,,,108,27:49,252,75,153,24,56/186 30.1%,8/13 61.5%,
2018,har,Opponents Totals,,,,,107,32:11,350,116,195,39,84/196 42.9%,6/15 40.0%,
2018,llarm,Team Totals,,,,,116,30:29,283,108,137,38,68/215 31.6%,7/18 38.9%,
2018,llarm,Opponents Totals,,,,,99,28:31,293,111,157,25,74/203 36.5%,6/11 54.5%,
2018,min,Team Totals,,,,,114,29:04,258,84,157,17,69/214 32.2%,11/22 50.0%,
2018,min,Opponents Totals,,,,,95,30:56,343,104,201,38,72/213 33.8%,9/14 64.3%,
2018,larm,Team Totals,,,,,116,32:17,367,153,184,30,104/231 45.0%,13/22 59.1%,
2018,larm,Opponents Totals,,,,,113,27:43,286,82,174,30,72/211 34.1%,10/20 50.0%,
2018,bal,Team Totals,,,,,111,30:41,378,88,251,39,88/198 44.4%,9/14 64.3%,
2018,bal,Opponents Totals,,,,,136,29:19,317,84,200,33,72/197 36.5%,7/13 53.8%,
2018,lten,Team Totals,,,,,112,28:24,314,93,189,32,73/208 35.1%,9/21 42.9%,
2018,lten,Opponents Totals,,,,,119,31:36,377,130,216,31,75/210 35.7%,13/20 65.0%,
2018,dul,Team Totals,,,,,114,27:27,304,92,182,30,69/187 36.9%,9/17 52.9%,
2018,dul,Opponents Totals,,,,,113,32:33,372,125,221,26,109/223 48.9%,11/17 64.7%,
2018,atl,Team Totals,,,,,105,30:12,333,94,202,37,77/208 37.0%,8/12 66.7%,
2018,atl,Opponents Totals,,,,,117,29:48,298,76,200,22,91/227 40.1%,12/20 60.0%,
2018,ham,Team Totals,,,,,120,29:46,371,96,237,38,104/214 48.6%,7/15 46.7%,
2018,ham,Opponents Totals,,,,,131,30:14,315,87,203,25,82/200 41.0%,7/15 46.7%,
2018,jac,Team Totals,,,,,82,29:28,289,106,156,28,82/205 40.0%,7/12 58.3%,
2018,jac,Opponents Totals,,,,,120,30:32,298,98,182,18,75/205 36.6%,11/20 55.0%,
2018,lind,Team Totals,,,,,121,30:14,277,92,164,21,92/230 40.0%,8/17 47.1%,
2018,lind,Opponents Totals,,,,,92,29:46,288,89,162,37,80/212 37.7%,3/12 25.0%,
2018,was,Team Totals,,,,,137,28:56,384,108,239,37,83/176 47.2%,12/15 80.0%,
2018,was,Opponents Totals,,,,,107,31:04,419,129,247,43,80/193 41.5%,18/27 66.7%,
2018,col,Team Totals,,,,,113,30:43,338,100,213,25,70/177 39.5%,7/8 87.5%,
2018,col,Opponents Totals,,,,,103,29:17,311,101,178,32,79/202 39.1%,11/20 55.0%,
2018,tol,Team Totals,,,,,125,28:58,320,107,181,32,69/207 33.3%,15/25 60.0%,
2018,tol,Opponents Totals,,,,,123,31:02,318,85,197,36,82/211 38.9%,6/11 54.5%,
2018,ltb,Team Totals,,,,,110,30:43,300,86,197,17,73/197 37.1%,7/16 43.8%,
2018,ltb,Opponents Totals,,,,,117,29:17,317,108,178,31,93/201 46.3%,8/12 66.7%,
2018,lmin,Team Totals,,,,,104,31:00,322,113,184,25,89/215 41.4%,12/21 57.1%,
2018,lmin,Opponents Totals,,,,,89,28:00,309,89,193,27,85/201 42.3%,6/14 42.9%,
2018,c-p,Team Totals,,,,,100,32:03,346,94,221,31,84/205 41.0%,14/23 60.9%,
2018,c-p,Opponents Totals,,,,,115,27:57,308,71,215,22,71/201 35.3%,11/19 57.9%,
2018,chit,Team Totals,,,,,115,29:38,280,96,156,28,75/206 36.4%,10/18 55.6%,
2018,chit,Opponents Totals,,,,,102,30:22,330,109,197,24,86/196 43.9%,5/13 38.5%,
2018,nyj,Team Totals,,,,,114,28:44,297,71,208,18,76/206 36.9%,12/20 60.0%,
2018,nyj,Opponents Totals,,,,,110,31:16,346,103,205,38,87/206 42.2%,14/17 82.4%,
2018,dal,Team Totals,,,,,97,31:48,331,108,177,46,82/200 41.0%,9/15 60.0%,
2018,dal,Opponents Totals,,,,,114,28:12,278,67,186,25,75/219 34.2%,16/28 57.1%,
2018,latl,Team Totals,,,,,92,29:16,310,66,218,26,79/204 38.7%,9/21 42.9%,
2018,latl,Opponents Totals,,,,,106,30:44,303,107,160,36,58/190 30.5%,9/19 47.4%,
2018,lbuf,Team Totals,,,,,108,29:38,332,98,208,26,75/204 36.8%,10/20 50.0%,
2018,lbuf,Opponents Totals,,,,,97,30:22,331,100,199,32,79/212 37.3%,12/18 66.7%,
2018,stl,Team Totals,,,,,94,31:24,325,91,201,33,75/208 36.1%,11/18 61.1%,
2018,stl,Opponents Totals,,,,,94,28:26,315,88,191,36,69/186 37.1%,9/17 52.9%,
2018,det,Team Totals,,,,,94,31:39,377,134,210,33,82/184 44.6%,13/16 81.3%,
2018,det,Opponents Totals,,,,,85,28:21,333,72,224,37,78/189 41.3%,14/29 48.3%,
2018,lac,Team Totals,,,,,101,29:23,352,84,238,30,92/203 45.3%,10/19 52.6%,
2018,lac,Opponents Totals,,,,,108,30:37,375,115,226,34,95/195 48.7%,10/13 76.9%,
2018,ton,Team Totals,,,,,92,30:44,356,117,212,27,77/185 41.6%,9/19 47.4%,
2018,ton,Opponents Totals,,,,,91,28:16,315,110,185,20,73/183 39.9%,10/17 58.8%,
2018,nyb,Team Totals,,,,,117,30:14,388,80,265,43,86/187 46.0%,9/13 69.2%,
2018,nyb,Opponents Totals,,,,,127,29:46,356,122,209,25,73/181 40.3%,7/14 50.0%,
2018,sea,Team Totals,,,,,96,30:42,401,134,236,31,86/191 45.0%,6/15 40.0%,
2018,sea,Opponents Totals,,,,,99,29:18,322,101,185,36,70/188 37.2%,9/15 60.0%,
2018,dec,Team Totals,,,,,111,31:15,329,133,156,40,81/208 38.9%,11/14 78.6%,
2018,dec,Opponents Totals,,,,,108,28:45,323,91,201,31,64/183 35.0%,6/13 46.2%,
2018,lne,Team Totals,,,,,112,29:42,344,98,201,45,73/193 37.8%,5/10 50.0%,
2018,lne,Opponents Totals,,,,,117,30:18,337,104,195,38,87/216 40.3%,10/17 58.8%,
2018,lari,Team Totals,,,,,101,26:33,239,76,137,26,58/199 29.1%,6/16 37.5%,
2018,lari,Opponents Totals,,,,,100,33:27,357,139,186,31,78/205 38.0%,8/13 61.5%,
2019,lkc,Team Totals,,,,,94,31:42,338,110,197,31,87/227 38.3%,6/15 40.0%,
2019,lkc,Opponents Totals,,,,,107,28:18,261,72,150,39,47/195 24.1%,8/22 36.4%,
2019,har,Team Totals,,,,,117,29:59,314,120,162,32,76/212 35.8%,8/18 44.4%,
2019,har,Opponents Totals,,,,,94,30:01,295,93,169,33,76/212 35.8%,8/21 38.1%,
2019,llarm,Team Totals,,,,,115,28:53,253,61,162,30,65/212 30.7%,7/19 36.8%,
2019,llarm,Opponents Totals,,,,,107,31:07,302,75,187,40,88/225 39.1%,3/12 25.0%,
2019,min,Team Totals,,,,,92,28:37,315,64,210,41,71/207 34.3%,13/28 46.4%,
2019,min,Opponents Totals,,,,,111,31:23,361,113,214,34,81/194 41.8%,8/13 61.5%,
2019,larm,Team Totals,,,,,109,34:37,386,188,171,27,88/187 47.1%,17/24 70.8%,
2019,larm,Opponents Totals,,,,,97,25:23,276,74,163,39,72/194 37.1%,6/18 33.3%,
2019,bal,Team Totals,,,,,111,28:42,265,75,147,43,67/195 34.4%,2/15 13.3%,
2019,bal,Opponents Totals,,,,,115,31:18,304,110,164,30,76/209 36.4%,10/21 47.6%,
2019,lten,Team Totals,,,,,122,29:43,305,90,180,35,71/196 36.2%,7/17 41.2%,
2019,lten,Opponents Totals,,,,,107,30:17,345,124,184,37,74/195 37.9%,6/17 35.3%,
2019,dul,Team Totals,,,,,93,29:19,312,85,191,36,80/222 36.0%,13/26 50.0%,
2019,dul,Opponents Totals,,,,,122,30:41,328,124,183,21,89/209 42.6%,5/10 50.0%,
2019,atl,Team Totals,,,,,111,30:02,346,112,203,31,84/193 43.5%,13/25 52.0%,
2019,atl,Opponents Totals,,,,,109,29:58,346,98,220,28,98/202 48.5%,7/16 43.8%,
2019,ham,Team Totals,,,,,99,28:31,317,104,177,36,70/185 37.8%,4/14 28.6%,
2019,ham,Opponents Totals,,,,,125,31:29,335,95,213,27,74/204 36.3%,10/25 40.0%,
2019,jac,Team Totals,,,,,79,30:02,340,131,165,44,86/207 41.5%,14/24 58.3%,
2019,jac,Opponents Totals,,,,,111,29:58,323,93,207,23,85/199 42.7%,8/19 42.1%,
2019,lind,Team Totals,,,,,132,30:29,298,85,183,30,76/220 34.5%,12/25 48.0%,
2019,lind,Opponents Totals,,,,,102,29:31,340,114,193,33,79/190 41.6%,5/11 45.5%,
2019,was,Team Totals,,,,,107,29:27,350,93,211,46,89/187 47.6%,6/10 60.0%,
2019,was,Opponents Totals,,,,,116,30:33,344,115,190,39,75/202 37.1%,16/31 51.6%,
2019,col,Team Totals,,,,,110,29:21,279,77,162,40,64/202 31.7%,11/16 68.8%,
2019,col,Opponents Totals,,,,,121,30:39,305,96,175,34,79/211 37.4%,9/19 47.4%,
2019,tol,Team Totals,,,,,128,31:01,315,104,194,17,88/201 43.8%,11/19 57.9%,
2019,tol,Opponents Totals,,,,,91,28:59,344,91,201,52,81/190 42.6%,9/13 69.2%,
2019,ltb,Team Totals,,,,,103,30:37,349,90,220,39,86/194 44.3%,10/18 55.6%,
2019,ltb,Opponents Totals,,,,,108,29:23,285,101,156,28,88/195 45.1%,8/13 61.5%,
2019,lmin,Team Totals,,,,,100,32:56,354,104,215,35,104/229 45.4%,8/24 33.3%,
2019,lmin,Opponents Totals,,,,,119,27:04,289,76,185,28,70/205 34.1%,11/18 61.1%,
2019,c-p,Team Totals,,,,,109,29:33,379,120,229,30,96/204 47.1%,7/16 43.8%,
2019,c-p,Opponents Totals,,,,,102,30:28,327,101,188,38,67/201 33.3%,10/22 45.5%,
2019,chit,Team Totals,,,,,90,28:24,311,89,187,35,79/212 37.3%,14/31 45.2%,
2019,chit,Opponents Totals,,,,,117,31:36,343,100,211,32,86/216 39.8%,8/14 57.1%,
2019,nyj,Team Totals,,,,,106,27:02,248,74,154,20,52/179 29.1%,6/14 42.9%,
